id,Diagnostics,Memory,Performance,Security,ProjectManagement,CI,Testing,Updating,C++,Python,ES6+,NewFeature,CoreFeature,OperationalErrors,ProgrammerErrors
439929,0,0,"2,71828182845904","2,71828182845904","8,15484548537714","8,15484548537714","57,08391839764","138,632373251411","160,378627879084",0,0,"5,43656365691809",0,"10,8731273138362",0
718899,0,0,"2,71828182845904",0,"16,3096909707543","10,8731273138362","57,08391839764","40,7742274268857","10,8731273138362","2,71828182845904",0,0,0,"8,15484548537714",0
899444,0,0,"8,15484548537714",0,"13,5914091422952","16,3096909707543","48,9290729122628","154,942064222166","309,884128444332","2,71828182845904",0,"2,71828182845904",0,"5,43656365691809",0
8822573,0,0,"5,43656365691809",0,"16,3096909707543","16,3096909707543","27,1828182845904","59,802200226099","19,0279727992133",0,0,0,0,"13,5914091422952",0
3065230,0,0,"2,71828182845904",0,0,"2,71828182845904","10,8731273138362","86,9850185106894","2,71828182845904",0,0,"2,71828182845904",0,"2,71828182845904",0
275871,0,0,"2,71828182845904",0,"5,43656365691809","40,7742274268857","8,15484548537714","51,6473547407219","130,477527766034","2,71828182845904",0,0,0,0,0
1443911,0,0,0,0,0,"2,71828182845904","8,15484548537714","24,4645364561314",0,0,0,0,0,"2,71828182845904",0
17607,0,0,0,0,"2,71828182845904","2,71828182845904","5,43656365691809","10,8731273138362","19,0279727992133",0,0,0,0,0,0
54666,0,0,"13,5914091422952","2,71828182845904",0,"13,5914091422952","2,71828182845904","43,4925092553447","35,3376637699676",0,0,0,0,"5,43656365691809",0
2512748,0,0,0,0,0,"2,71828182845904","2,71828182845904","21,7462546276724","35,3376637699676",0,0,0,0,"2,71828182845904",0
2352663,0,0,"2,71828182845904",0,"19,0279727992133","19,0279727992133","2,71828182845904","24,4645364561314","13,5914091422952",0,0,0,0,"2,71828182845904",0
52195,0,0,0,0,"2,71828182845904",0,"2,71828182845904","59,802200226099","2,71828182845904",0,0,0,0,"2,71828182845904",0
5952481,0,0,"2,71828182845904","2,71828182845904","8,15484548537714","8,15484548537714",0,"54,3656365691809","46,2107910838038",0,0,"5,43656365691809",0,"8,15484548537714",0
4299420,0,0,0,0,0,"5,43656365691809",0,"16,3096909707543","43,4925092553447",0,0,0,0,"2,71828182845904",0
598730,0,0,0,0,0,0,0,"5,43656365691809","13,5914091422952",0,0,"2,71828182845904",0,"10,8731273138362",0
238531,0,0,0,0,0,0,0,"2,71828182845904","5,43656365691809",0,0,0,0,0,0
10393198,0,0,0,0,0,0,0,"2,71828182845904","2,71828182845904",0,0,0,0,0,0
1538624,0,0,0,0,0,0,0,0,"2,71828182845904",0,0,0,0,0,0
1093990,0,0,0,0,0,0,0,"2,71828182845904",0,0,0,0,0,0,0
696611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
