id,Diagnostics,Memory,Performance,Security,ProjectManagement,CI,Testing,Updating,C++,Python,ES6+,NewFeature,CoreFeature,OperationalErrors,ProgrammerErrors
8822573,0,0,"114,16783679528","5,43656365691809","78,8301730253123","100,576427652985","464,826192666498","799,174857566956","250,081928218233","10,8731273138362","8,15484548537714","21,7462546276724",0,"220,180828105183","2,71828182845904"
2352663,0,0,"24,4645364561314","5,43656365691809","100,576427652985","141,35065507987","182,124882506756","443,079938038825","252,800210046692","19,0279727992133",0,"35,3376637699676",0,"73,3936093683942",0
598730,0,0,"2,71828182845904",0,0,0,"10,8731273138362","57,08391839764","70,6753275399352",0,0,"32,6193819415085",0,"32,6193819415085",0
899444,0,"13,5914091422952","100,576427652985","27,1828182845904","135,914091422952","241,927082732855","540,938083863351","1465,15390553943","2283,35673590562","16,3096909707543","8,15484548537714","40,7742274268857",0,"122,322682280657","5,43656365691809"
54666,0,"8,15484548537714","212,025982619806","16,3096909707543","46,2107910838038","106,012991309903","239,208800904396","709,471557227809","375,122892327349","2,71828182845904","8,15484548537714","8,15484548537714",0,"54,3656365691809","2,71828182845904"
1443911,0,"2,71828182845904","24,4645364561314","8,15484548537714","21,7462546276724","48,9290729122628","608,895129574826","288,137873816659","51,6473547407219","2,71828182845904","2,71828182845904","8,15484548537714",0,"51,6473547407219",0
3065230,0,0,"5,43656365691809",0,"2,71828182845904","5,43656365691809","13,5914091422952","212,025982619806","5,43656365691809",0,0,"2,71828182845904",0,"10,8731273138362",0
5952481,0,0,"19,0279727992133","10,8731273138362","21,7462546276724","40,7742274268857","16,3096909707543","269,109901017446","228,33567359056",0,"2,71828182845904","54,3656365691809",0,"35,3376637699676",0
439929,0,"8,15484548537714","100,576427652985","32,6193819415085","125,040964109116","103,294709481444","704,034993570891","1598,34971513393","916,060976190693","5,43656365691809","13,5914091422952","43,4925092553447","2,71828182845904","250,081928218233","2,71828182845904"
2512748,0,"8,15484548537714","21,7462546276724","5,43656365691809","16,3096909707543","40,7742274268857","837,230803165382","676,852175286301","418,615401582694",0,0,"8,15484548537714",0,"43,4925092553447","2,71828182845904"
1538624,0,"2,71828182845904","51,6473547407219","5,43656365691809","24,4645364561314","54,3656365691809","111,449554966821","339,785228557381","396,869146955021",0,"10,8731273138362","13,5914091422952",0,"38,0559455984266",0
4299420,0,"5,43656365691809","27,1828182845904","8,15484548537714","43,4925092553447","165,815191536002","222,899109933642","464,826192666498","543,65636569181","13,5914091422952","2,71828182845904","24,4645364561314",0,"228,33567359056","2,71828182845904"
1093990,0,"13,5914091422952","65,2387638830171",0,"78,8301730253123","48,9290729122628","236,490519075937","413,178837925776","176,688318849838",0,0,0,"2,71828182845904","13,5914091422952","5,43656365691809"
696611,0,"8,15484548537714","29,9011001130495","2,71828182845904","46,2107910838038","130,477527766034","391,432583298103","459,38962900958","190,279727992133","32,6193819415085",0,"2,71828182845904",0,"40,7742274268857","5,43656365691809"
718899,0,"2,71828182845904","32,6193819415085","21,7462546276724","222,899109933642","233,772237247478","1375,45060520028","660,542484315547","236,490519075937","24,4645364561314",0,"19,0279727992133",0,"133,195809594493","2,71828182845904"
52195,0,"2,71828182845904","48,9290729122628","8,15484548537714","24,4645364561314","27,1828182845904","65,2387638830171","462,107910838039","135,914091422952","2,71828182845904","5,43656365691809","19,0279727992133",0,"40,7742274268857",0
505333,0,0,"13,5914091422952",0,"5,43656365691809","5,43656365691809","13,5914091422952","73,3936093683942","108,731273138362",0,0,"2,71828182845904",0,0,0
17607,0,0,"10,8731273138362","13,5914091422952","29,9011001130495","62,5204820545581","144,068936908329","304,447564787414","320,757255758168","10,8731273138362",0,"2,71828182845904",0,"19,0279727992133","2,71828182845904"
96947,0,"8,15484548537714","24,4645364561314",0,"95,1398639960666","407,742274268858","472,981038151875","282,701310159741","391,432583298103","59,802200226099","13,5914091422952",0,0,"84,2667366822304","2,71828182845904"
238531,0,"10,8731273138362","5,43656365691809","13,5914091422952","5,43656365691809","16,3096909707543","48,9290729122628","154,942064222166","168,533473364461",0,0,0,0,"2,71828182845904","2,71828182845904"
10393198,0,"2,71828182845904","19,0279727992133","21,7462546276724","116,886118623739","84,2667366822304","165,815191536002","549,092929348728","247,363646389773","5,43656365691809","13,5914091422952","38,0559455984266",0,"84,2667366822304",0
289174,0,"10,8731273138362","46,2107910838038","2,71828182845904","5,43656365691809","21,7462546276724","46,2107910838038","285,4195919882","258,23677370361",0,0,0,0,0,"5,43656365691809"
275871,0,"32,6193819415085","89,7033003391485","32,6193819415085","62,5204820545581","505,600420093384","432,206810724989","978,58145824525","1644,56050621773","54,3656365691809",0,"5,43656365691809",0,"40,7742274268857","13,5914091422952"
37303,0,0,"2,71828182845904",0,"8,15484548537714","5,43656365691809","2,71828182845904","57,08391839764","5,43656365691809",0,0,0,0,0,0
